Ticker,RecentPrice,Beta,AnnualDividendRate,ROE(%),ROA(%),ProfitMargin(%),TotalCash,TotalDebt,OutstandingShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,shortLongTermDebt,incomeBeforeTax,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,netIncome.1,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,otherCashflowsFromFinancingActivities,MarketCap,Sector
FRC,160.75,1.11,0.86,10.5,0.9,29.36,686800000.0,1346056489,179290000.0,69609000.0,5685384000.0,157769000000.0,11909294000.0,8278249847.0,172571000000.0,1793000,453369000.0,6241963000.0,1495125000.0,171616000,-19846000.0,132139000000.0,12279447000.0,146468000000.0,-19846000,1795358000.0,12790638000.0,25604779000.0,11686111000.0,23300000,8376370000.0,3778022598,145326000000.0,1100000000,470086000,369687000.0,713924000,1268617000,0,485899000,-145599757.6,100399000.0,1268617000.0,782718000.0,0,-15813000.0,369687000,345260000,-1328091000.0,0.0,-6606743000,10470337000.0,58976000.0,449853000.0,369687000.0,4402495000.0,-23457000,-22260245.61,538901000,48405000.0,32672000.0,-63621000.0,-336094604.8,61833000.0,-47542000.0,-1300000000.0,10671838000,28820867500.0,Financials
GILD,61.81999969,1.112560976,2.81,37.85,12.68,26.91,52700000.0,1289500000,1250000000.0,33900000000.0,4492000000.0,45627000000.0,21470000000.0,985000000.0,67098000000.0,1000000,50000000.0,16903000000.0,10207000000.0,8332000000,74000000.0,3297000000.0,4362000000.0,10245000000.0,74000000,5037000000.0,13991000000.0,2541000000.0,-20762000000.0,4566000000,25175000000.0,1676000000,585000000.0,2511000000,3438000000,2592000000.0,1190000000,6023000000,3686000000,3686000000,-250000000.0,852000000.0,7421000000.0,3735000000.0,1398000000,-248000000.0,2586000000,2592000000,-31000000.0,-20000000.0,-234000000,-3527000000.0,-153000000.0,57000000.0,2592000000.0,-531000000.0,-145000000,-23000000.0,3253000000,523000000.0,-10000000.0,-900000000.0,-422000000.0,591000000.0,-139000000.0,-2500000000.0,-39000000,77274999619.0,Health Care
GL,102.9300003,1.112560976,0.78,9.16,2.25,15.29,18800000.0,225300000,100980000.0,4837409000.0,533683000.0,20888427000.0,8608151000.0,1814327000.0,29496578000.0,113218000,264257000.0,6353261000.0,16738399000.0,481791000,1607989000.0,1480986000.0,96325000.0,2603834000.0,2661619000,15228179797.0,939421000.0,21756971000.0,8126360000.0,485475000,1546194000.0,3778022598,395914000.0,149666000,230795000,188871000.0,1627970674,332066000,251681000,251681000,-20886000.0,41924000.0,1277838000.0,1026157000.0,945772000,-20886000.0,188871000,188871000,115054000.0,0.0,46148000,-450513000.0,301243676.5,1019000.0,188871000.0,-41747000.0,-97796000,4635000.0,357983000,509183055.9,-59200000.0,-20177000.0,-336094604.8,169112000.0,-7003000.0,-316019000.0,-17540000,10393871431.0,Financials
GOOGL,2534.600098,1.112560976,2.013416667,30.87,14.01,29.52,2139400000.0,114900000,300810000.0,1549000000.0,10699241945.0,102836000000.0,244567000000.0,31814000000.0,347403000000.0,61193000000,6029000000.0,183782000000.0,15295000000.0,22623000000,-408000000.0,5028000000.0,23719000000.0,61782000000.0,-408000000,107549000000.0,184110000000.0,26544000000.0,220395000000.0,34800000000,12841000000.0,1278000000,4616000000.0,1259538676,23064000000,18936000000.0,8772000000,37497000000,21031000000,21031000000,-77000000.0,4128000000.0,65118000000.0,44087000000.0,27621000000,2033000000.0,18936000000,18936000000,-3360000000.0,510000000.0,-10050000000,-15254000000.0,1664000000.0,71203177.08,18936000000.0,89000000.0,-12610000000,-146000000.0,25539000000,3304000000.0,388000000.0,-416011386.8,-2409000000.0,493000000.0,-6819000000.0,-42000000.0,-2602000000,762433000000.0,Technology Services
HON,195.1900024,1.17,3.72,30.44,7.39,15.8,176300000.0,1228500000,688420000.0,3637000000.0,7612000000.0,46070000000.0,17842000000.0,300000000.0,64191000000.0,958000000,1516000000.0,42079000000.0,10693000000.0,16963000000,-32807000000.0,9865000000.0,11087000000.0,20207000000.0,-3193000000,6450000000.0,26033000000.0,1243000000.0,-2758000000.0,7414000000,14243000000.0,4967000000,6116000000.0,3286000000,1700000000,1257000000.0,828000000,2727000000,1899000000,1899000000,-86000000.0,427000000.0,8473000000.0,6574000000.0,5746000000,-199000000.0,1273000000,1257000000,-17000000.0,-23000000.0,-104000000,-1318000000.0,136000000.0,57000000.0,1257000000.0,-340000000.0,-650000000,-37000000.0,1119000000,308000000.0,111000000.0,-646000000.0,-292000000.0,-22000000.0,-208000000.0,-38000000.0,-41000000,134373000000.0,Industrials
HPQ,37.47000122,1.112560976,0.77,57.57971631,9.91,10.24,39700000.0,1346056489,1080000000.0,784000000.0,1060000000.0,40260000000.0,-1650000000.0,5532000000.0,38610000000.0,11000000,278000000.0,-2461000000.0,3818000000.0,6803000000,-260000000.0,4985000000.0,4299000000.0,29096000000.0,-260000000,3738000000.0,22170000000.0,130000000.0,-9237000000.0,8849000000,6396000000.0,7930000000,16075000000.0,662000000,3553000000,3099000000.0,1402000000,3265000000,1367000000,1367000000,-61000000.0,454000000.0,16675000000.0,15308000000.0,13410000000,2186000000.0,3099000000,3099000000,17000000.0,117000000.0,-400000000,-1588000000.0,173000000.0,71203177.08,3099000000.0,860000000.0,-1754000000,-22260245.61,2848000000,200000000.0,27000000.0,-219000000.0,-583000000.0,-264000000.0,-172000000.0,394000000.0,-9000000,40467601318.0,Information Technology
HSY,225.9799957,0.39,3.31,59.37,13.1,16.47,16000000.0,1949800000,145390000.0,2298244000.0,1260331000.0,7655002000.0,2757229000.0,3070000.0,10412231000.0,221553000,127678000.0,2719936000.0,764163000.0,2633174000,-1444591000.0,203619000.0,329266000.0,2493313000.0,-249215000,2937899000.0,2246206000.0,93089000.0,-2174189000.0,671464000,4020325000.0,988511000,692338000.0,1259538676,342941000,335556000.0,518708000,1012837000,454022000,454022000,-30430000.0,3150000.0,2326128000.0,1872106000.0,1313291000,-111081000.0,339791000,335556000,-52500000.0,-36714000.0,-1383089000,356690000.0,14612000.0,9849000.0,335556000.0,-346250000.0,-1082745008,982000.0,679167000,83049000.0,-590000.0,-180793000.0,208222000.0,136039000.0,-148427000.0,527634000.0,1247087705,32855231579.0,Consumer Staples
IBM,126.5599976,1.1,6.54,21.41,3.74,6.4,89800000.0,2638000000,896320000.0,13025000000.0,10699241945.0,121857000000.0,22228000000.0,14492000000.0,144214000000.0,57189000000,2771000000.0,161747000000.0,35908000000.0,61378000000,-196708000000.0,19463000000.0,7455000000.0,35831000000.0,-27302000000,13391000000.0,29967000000.0,1944000000.0,-52175000000.0,15418000000,46569000000.0,1891000000,4248000000.0,6632000000,1318000000,1130000000.0,5015000000,8278000000,1786000000,1786000000,-291000000.0,188000000.0,17618000000.0,15832000000.0,9340000000,-468000000.0,1130000000,1130000000,126000000.0,0.0,-629000000,-1748000000.0,-356000000.0,71203177.08,1130000000.0,242000000.0,-18000000,-94000000.0,2713000000,1684000000.0,107816635.5,-1471000000.0,-336094604.8,255000000.0,-558000000.0,-288000000.0,29000000,113438000000.0,Information Technology
ICE,124.5299988,1.112560976,1.29,15.03,1.53,43.81,23400000.0,668800000,56340000.0,13928000000.0,14019000000.0,128983000000.0,21559000000.0,109230000000.0,150662000000.0,6000000,109743000000.0,13009000000.0,4283000000.0,21309000000,-5475000000.0,982000000.0,618000000.0,112032000000.0,-206000000,1723000000.0,112720000000.0,28960695355.0,-13678000000.0,1327000000,12394000000.0,3778022598,696000000.0,499000000,824000000,633000000.0,657000000,1802000000,892000000,892000000,-108000000.0,187000000.0,1802000000.0,910000000.0,0,-68000000.0,637000000,633000000,-311141535.4,-116000000.0,-94000000,-410000000.0,-205000000.0,71203177.08,633000000.0,15000000.0,-2000000,-4000000.0,523000000,253000000.0,-2000000.0,-187000000.0,-35000000.0,-7000000.0,-22000000.0,-237000000.0,16000000,7016020131.0,Financials
IDXX,496.7799988,1.112560976,2.013416667,112.62,24.62,23.17,17200000.0,1494300000,84790000.0,99035000.0,1377320000.0,1747211000.0,689992000.0,83240000.0,2437203000.0,10688000,74590000.0,2920440000.0,121036000.0,359345000,-3618456000.0,330400000.0,144454000.0,763579000.0,-47765000,692768000.0,955655000.0,28960695355.0,231612000.0,425584000,775205000.0,269030000,116140000.0,74996000,191883000,162771000.0,211924000,456421000,199191000,199191000,-7477000.0,29112000.0,801090000.0,601899000.0,344669000,-7308000.0,162771000,162771000,-311141535.4,10532000.0,-44040000,-165820000.0,-3184000.0,9137000.0,162771000.0,-749000.0,-244817000,-853000.0,209964000,27695000.0,107816635.5,-416011386.8,15909000.0,2269000.0,-31788000.0,73500000.0,-3640000,42121976096.0,Health Technology
ILMN,336.4899902,1.112560976,2.013416667,11.86,3.93,21.19,80900000.0,239500000,15630000.0,2646000000.0,8849000000.0,4470000000.0,10593000000.0,306000000.0,15063000000.0,2000000,4346088436.0,5372000000.0,1085000000.0,7098000000,-3630000000.0,950000000.0,1080000000.0,914000000.0,13000000,1685000000.0,2451000000.0,233000000.0,849000000.0,604000000,1687000000.0,401000000,248000000.0,1259538676,420000000,317000000.0,372000000,788000000,129000000,129000000,-14000000.0,103000000.0,1108000000.0,979000000.0,320000000,291000000.0,317000000,317000000,-32000000.0,-40000000.0,-2448000000,-394000000.0,-139000000.0,28000000.0,317000000.0,-3116000000.0,-422000000,-2000000.0,-272000000,65000000.0,107816635.5,-416011386.8,-64000000.0,-400000000.0,-52000000.0,-377467239.7,1247087705,5259338547.0,Health Technology
IQV,238.4799957,1.4,2.013416667,13.12,3.3,5.67,82400000.0,2150100000,191040000.0,4812000000.0,10744000000.0,18204000000.0,5829000000.0,2093000000.0,24033000000.0,3000000,410000000.0,1925000000.0,915000000.0,13124000000,-6843000000.0,516000000.0,1470000000.0,4847000000.0,-445000000,889000000.0,4534000000.0,158000000.0,-12107000000.0,2386000000,12119000000.0,3778022598,2663000000.0,91000000,273000000,261000000.0,498000000,1138000000,304000000,304000000,-92000000.0,12000000.0,3391000000.0,3087000000.0,2253000000,-31000000.0,261000000,261000000,-5000000.0,0.0,-1095000000,-66000000.0,53000000.0,71203177.08,261000000.0,-337000000.0,-95000000,-20000000.0,844000000,336000000.0,1000000.0,-416011386.8,182000000.0,8000000.0,-162000000.0,36000000.0,-7000000,45559218384.0,Health Services
IR,46.43999863,1.47,2.12,5.58,2.66,7.15,49900000.0,401100000,407580000.0,3695800000.0,9386500000.0,6200000000.0,8653600000.0,535400000.0,14922800000.0,4200000,207300000.0,93800000.0,1145200000.0,6100600000,-830900000.0,476300000.0,2033000000.0,1632600000.0,-81300000,619200000.0,4030900000.0,28960695355.0,-1142800000.0,927000000,3396200000.0,863600000,632900000.0,40100000,133700000,126000000.0,250900000,514300000,181800000,181800000,-22500000.0,2700000.0,1325000000.0,1143200000.0,810700000,-48100000.0,131000000,126000000,-311141535.4,2900000.0,-610100000,-1132100000.0,-189600000.0,7200000.0,126000000.0,-1636900000.0,-733300000,-10700000.0,116000000,102500000.0,-1300000.0,-416011386.8,29200000.0,90900000.0,-15300000.0,-406000000.0,1247087705,18928014640.0,Industrials
JCI,61.52999878,1.112560976,1.07,9.36,5.03,6.92,19000000.0,486000000,704330000.0,5549000000.0,17116000000.0,23137000000.0,17562000000.0,3666000000.0,41890000000.0,7000000,867000000.0,2025000000.0,5478000000.0,18335000000,-1586000000.0,2338000000.0,1336000000.0,9098000000.0,-434000000,4604000000.0,9998000000.0,1066000000.0,-6322000000.0,5738000000,7506000000.0,2057000000,3746000000.0,226000000,806000000,269000000.0,970000000,2191000000,946000000,946000000,-52000000.0,490000000.0,6392000000.0,5446000000.0,4201000000,-140000000.0,316000000,269000000,-6000000.0,-41000000.0,-204000000,-481000000.0,-151000000.0,18000000.0,269000000.0,-115000000.0,-309000000,49000000.0,521000000,218000000.0,107816635.5,-192000000.0,14000000.0,-135000000.0,-228000000.0,36000000.0,-34000000,43337424040.0,Consumer Discretionary
JKHY,200.4900055,1.112560976,1.81,21.93,11.23,17.96,6000000.0,88300000,74040000.0,481422000.0,527255000.0,885246000.0,1395665000.0,268840000.0,2280911000.0,1038000,61429000.0,2480574000.0,343389000.0,687458000,-1613202000.0,313444000.0,44251000.0,430038000.0,-1552249021,294376000.0,490961000.0,13250000.0,226785000.0,293427000,65000000.0,3778022598,14015000.0,1259538676,133354000,102114000.0,51071000,211420000,133595000,133595000,-248000.0,31240000.0,488056000.0,354461000.0,276636000,-241000.0,102114000,102114000,-311141535.4,-57803000.0,-46451000,-66839000.0,-57576000.0,3177000.0,102114000.0,-6741000.0,-953000,-22260245.61,106549000,44173000.0,107816635.5,-34036000.0,53404000.0,12325000.0,-9273000.0,-35027000.0,1247087705,14844280007.0,Technology Services
L,65.15000153,0.94,0.25,9.37,2.08,11.12,197000000.0,476400000,253680000.0,721000000.0,3120000000.0,62596000000.0,17817000000.0,5588000000.0,81726000000.0,3000000,4346088436.0,15336000000.0,23410000000.0,349000000,-642000000.0,6737000000.0,811000000.0,30261000000.0,191000000,9878000000.0,14185000000.0,49856000000.0,17468000000.0,9187000000,8919000000.0,3778022598,23832000000.0,187000000,304000000,220000000.0,638000000,1041000000,403000000,403000000,-99000000.0,58000000.0,3371000000.0,2968000000.0,2330000000,-99000000.0,246000000,220000000,-347000000.0,0.0,-517000000,-376000000.0,485000000.0,71203177.08,220000000.0,233000000.0,-341000000,-7000000.0,1133000000,15000000.0,-26000000.0,-16000000.0,-28000000.0,113000000.0,-144000000.0,-8000000.0,-11000000,16527252387.0,Financials
LNT,63.38999939,0.41,1.59,11.1,2.71,17.96,1600000.0,1320400000,250360000.0,7987129705.0,2749000000.0,12563000000.0,5990000000.0,457000000.0,18553000000.0,3000000,344000000.0,3250000000.0,3751000000.0,10145954224,-12000000.0,1980000000.0,39000000.0,2054000000.0,-12000000,14987000000.0,1069000000.0,517000000.0,5990000000.0,440000000,6735000000.0,246000000,436000000.0,633000000,80000000,88000000.0,9000000,321000000,123000000,123000000,-78000000.0,-8000000.0,927000000.0,804000000.0,606000000,-43000000.0,88000000,88000000,-311141535.4,33000000.0,-276000000,187000000.0,-54000000.0,6000000.0,88000000.0,16000000.0,-1082745008,-22260245.61,105000000,163000000.0,61000000.0,-99000000.0,-133000000.0,8000000.0,-337000000.0,495000000.0,-15000000,15870320247.0,Utilities
LOW,201.2799988,1.112560976,2.8,657.83,16.22,8.62,99500000.0,1346056489,673750000.0,535000000.0,10699241945.0,50976000000.0,-1576000000.0,5222000000.0,49400000000.0,343000000,1049000000.0,-1913000000.0,2118000000.0,311000000,-6000000.0,599000000.0,6121000000.0,20834000000.0,-6000000,23086000000.0,24849000000.0,20000000.0,-2422000000.0,408000000,23535000000.0,16685000000,11334000000.0,1260000000,2566000000,1896000000.0,4326000000,7587000000,2836000000,2836000000,-226000000.0,670000000.0,22918000000.0,20082000000.0,15331000000,-270000000.0,1896000000,1889000000,879000000.0,-746000000.0,485000000,-1464000000.0,-209000000.0,9000000.0,1896000000.0,1286000000.0,-2825000000,-1000000.0,2266000000,481000000.0,107816635.5,-563000000.0,-336094604.8,195000000.0,-410000000.0,1957000000.0,-42000000,135612000000.0,Consumer Discretionary
LUMN,11.47000027,0.98,1.0,-6.14,4.29,-3.83,6200000.0,2696100000,1020000000.0,7160000000.0,19235000000.0,47125000000.0,11183000000.0,3479000000.0,58308000000.0,1031000000,8952000000.0,-6506000000.0,11565000000.0,15987000000,-2577000000.0,2534000000.0,635000000.0,8300000000.0,-2577000000,20926000000.0,11701000000.0,28960695355.0,-11964000000.0,1717000000,26908000000.0,103000000,829000000.0,2501000000,716000000,544000000.0,686000000,2736000000,1103000000,1103000000,-377000000.0,172000000.0,4887000000.0,3784000000.0,2151000000,-387000000.0,544000000,544000000,-311141535.4,-59000000.0,-654000000,-1318000000.0,36000000.0,71203177.08,544000000.0,-242000000.0,-909000000,-22260245.61,1730000000,933000000.0,12000000.0,-266000000.0,16000000.0,224000000.0,-690000000.0,-140000000.0,-3000000,11699400272.0,Communications
LUV,46.75999832,1.12,0.0,0.01,-4.41,0.01,270400000.0,1250400000,591920000.0,295000000.0,4251000000.0,26860000000.0,10250000000.0,5893000000.0,37110000000.0,888000000,338000000.0,15706000000.0,5376000000.0,970000000,-10595000000.0,623000000.0,12980000000.0,9135000000.0,267000000,16667000000.0,18554000000.0,1000000.0,8985000000.0,1479000000,11015000000.0,511000000,1229000000.0,225000000,600000000,446000000.0,1627970674,872000000,-59000000,-59000000,-106000000.0,154000000.0,4679000000.0,4738000000.0,3807000000,659000000.0,446000000,446000000,-274000000.0,-1390000000.0,-412000000,-157000000.0,-29000000.0,13000000.0,446000000.0,-1144000000.0,-1082745008,-22260245.61,-575000000,322000000.0,107816635.5,-416011386.8,-23000000.0,99000000.0,-138000000.0,-67000000.0,-103000000,27678178206.0,Industrials
LYB,107.5800018,1.38,4.36,55.9,12.81,12.15,45400000.0,1158000000,332780000.0,695000000.0,6044000000.0,24754000000.0,11858000000.0,928000000.0,36742000000.0,19000000,583000000.0,8563000000.0,4349000000.0,1875000000,-2768000000.0,666000000.0,1472000000.0,7230000000.0,-1803000000,16502000000.0,12217000000.0,4787000000.0,9288000000.0,5212000000,11526000000.0,4901000000,4291000000.0,9000000,864000000,724000000.0,268000000,1896000000,1595000000,1595000000,-155000000.0,135000000.0,12830000000.0,11235000000.0,10934000000,-731000000.0,729000000,722000000,24000000.0,162000000.0,-705000000,-2758000000.0,301243676.5,71203177.08,724000000.0,-421000000.0,-385000000,-37000000.0,3079000000,201000000.0,-55000000.0,-376000000.0,396000000.0,1563000000.0,-674000000.0,-1843000000.0,-154000000,35800473009.0,Process Industries
MAA,205.3899994,1.112560976,4.07,9.0,2.58,30.02,4700000.0,738900000,115140000.0,900000.0,7230956000.0,5131275000.0,5965168000.0,252487000.0,11285182000.0,1151000,110796000.0,23765154319.0,30185000.0,10145954224,-1266939000.0,117896000.0,54302000.0,681870000.0,-1266939000,10879061000.0,165098000.0,122227000.0,5964268000.0,6024967444,4391863000.0,3778022598,103913000.0,124827000,198706000,185641000.0,14121000,281267000,131651000,131651000,-39108000.0,7790000.0,463575000.0,331924000.0,182308000,67055000.0,190916000,184539000,-2684000.0,0.0,16069000,-143709000.0,6876000.0,71203177.08,185641000.0,89077000.0,-1082745008,-22260245.61,216717000,135737000.0,107816635.5,-118939000.0,-336094604.8,-113047000.0,-582493429.6,-25336000.0,566000,23648604530.0,Financials
MAS,49.38999939,1.34,0.85,233.83,11.79,5.76,35000000.0,24722200000,244090000.0,395000000.0,10699241945.0,5469000000.0,-126000000.0,8278249847.0,5595000000.0,243000000,4346088436.0,-595000000.0,485000000.0,617000000,226000000.0,121000000.0,854000000.0,1879000000.0,226000000,1058000000.0,3404000000.0,28960695355.0,-1138000000.0,1330000000,2950000000.0,1107000000,1037000000.0,10000000,342000000,220000000.0,372000000,753000000,381000000,381000000,-26000000.0,103000000.0,2204000000.0,1823000000.0,1451000000,-39000000.0,239000000,219000000,2000000.0,133000000.0,-79000000,-186000000.0,301243676.5,71203177.08,220000000.0,85000000.0,-128000000,-6000000.0,356000000,36000000.0,4000000.0,-58000000.0,19000000.0,38000000.0,-29000000.0,-377467239.7,1247087705,12055604951.0,Industrials
MCD,250.5099945,0.61,5.16,57.57971631,11.59,32.49,63300000.0,1346056489,747240000.0,795000000.0,8231600000.0,58455300000.0,-4601000000.0,364000000.0,53854300000.0,16600000,52400000.0,57534700000.0,5787600000.0,2782500000,-70383900000.0,3645900000.0,4709200000.0,4020000000.0,-2573700000,38272600000.0,7148500000.0,1209800000.0,-8178500000.0,2204400000,35626800000.0,55600000,1006800000.0,1259538676,2107800000,1638800000.0,755400000,3261000000,2419500000,2419500000,-295600000.0,469000000.0,6009100000.0,3589600000.0,2748100000,-311700000.0,1638800000,1638800000,-311141535.4,225000000.0,-1122700000,-1098000000.0,418800000.0,87100000.0,1638800000.0,403400000.0,-803300000,-42400000.0,2666500000,481600000.0,-240600000.0,-1029100000.0,309900000.0,-42900000.0,-687200000.0,661300000.0,-14000000,187191000000.0,Consumer Discretionary
MCHP,65.22000122,1.55,0.8,17.36,6.21,14.95,5700000.0,1361900000,554870000.0,4256300000.0,2500600000.0,10243900000.0,5803300000.0,80100000.0,16047200000.0,600000,186700000.0,3878100000.0,1156700000.0,6673600000,-576000000.0,1986900000.0,313500000.0,1218700000.0,-23300000,929900000.0,2200500000.0,28960695355.0,-5126600000.0,930100000,7868500000.0,768200000,301300000.0,1259538676,441500000,352800000.0,178100000,1153300000,514100000,514100000,-62100000.0,88700000.0,1757500000.0,1243400000.0,604200000,-72600000.0,352800000,352800000,-311141535.4,70500000.0,-126300000,-666900000.0,-8800000.0,13700000.0,352800000.0,60200000.0,-183800000,-22260245.61,853400000,300600000.0,-35600000.0,-128700000.0,55500000.0,78700000.0,-90700000.0,-362900000.0,-5200000,36188622077.0,Information Technology
MCO,328.3999939,1.18,2.42,97.45,13.63,35.2,126000000.0,3078600000,18590000.0,2510000000.0,832000000.0,11795000000.0,2430000000.0,1530000000.0,14414000000.0,3000000,144000000.0,12451000000.0,1549000000.0,5898000000,-10856000000.0,760000000.0,2239000000.0,2793000000.0,-462000000,752000000.0,4255000000.0,239000000.0,-5978000000.0,1589000000,6983000000.0,3778022598,30000000.0,507000000,619000000,474000000.0,373000000,1132000000,698000000,698000000,-52000000.0,145000000.0,1526000000.0,828000000.0,394000000,-79000000.0,474000000,474000000,-11000000.0,38000000.0,-1910000000,927000000.0,72000000.0,7000000.0,474000000.0,-570000000.0,-128000000,-23000000.0,436000000,61000000.0,22000000.0,-115000000.0,-108000000.0,-97000000.0,-33000000.0,1178000000.0,-15000000,6104955887.0,Financials
MDT,109.0199966,1.112560976,2.42,9.23,4.59,14.79,79300000.0,491200000,1340000000.0,16523000000.0,26059000000.0,39597000000.0,51991000000.0,999000000.0,91756000000.0,2716837500,2220000000.0,28974000000.0,6187000000.0,41612000000,-3042000000.0,4888000000.0,2900000000.0,7803000000.0,-3042000000,5188000000.0,22731000000.0,814000000.0,-6144000000.0,5493000000,25548000000.0,4349000000,1917000000.0,1259538676,1493000000,1311000000.0,2560000000,5381000000,1637000000,1637000000,-136000000.0,176000000.0,7847000000.0,6210000000.0,2466000000,-144000000.0,1317000000,1311000000,-344000000.0,-30000000.0,-709000000,-1155000000.0,-88000000.0,163000000.0,1311000000.0,-104000000.0,-429000000,-9000000.0,1769000000,676000000.0,-3000000.0,-847000000.0,-131000000.0,112000000.0,-271000000.0,-377467239.7,-42000000,146087000000.0,Health Care
MGM,41.59999847,2.35,0.01,10.8,0.91,13.27,107100000.0,2231300000,468960000.0,3616385000.0,1750135000.0,29774803000.0,6070645000.0,1066078000.0,40899116000.0,4538000,500000000.0,4340588000.0,2644718000.0,3480997000,-24616000.0,533438000.0,4703059000.0,3442264000.0,-24616000,25928298000.0,6416182000.0,923816000.0,-1026737000.0,857777000,11809797000.0,96374000,263097000.0,1014071000,147239000,131013000.0,883104000,1491903000,308316000,308316000,-195477000.0,31152000.0,3048574000.0,2740258000.0,1556671000,-161077000.0,116087000,106734000,-106995000.0,60504000.0,-133376000,-720668000.0,15547000.0,71203177.08,131013000.0,-367774000.0,-727315000,-448000.0,486718000,297031000.0,45768000.0,-1151000.0,-68560000.0,118044000.0,-168558000.0,146270000.0,-138472000,19508735284.0,Consumer Services
MMC,169.7599945,1.112560976,2.0,30.99,8.81,15.86,34800000.0,1172900000,50490000.0,3285000000.0,1112000000.0,23166000000.0,11009000000.0,277000000.0,34388000000.0,561000000,641000000.0,18389000000.0,3699000000.0,16317000000,-9053000000.0,3339000000.0,1752000000.0,6654000000.0,-4575000000,2715000000.0,8264000000.0,468000000.0,-8593000000.0,5871000000,10933000000.0,3778022598,3086000000.0,17000000,961000000,803000000.0,1627970674,2327000000,1154000000,1154000000,-109000000.0,154000000.0,5137000000.0,3983000000.0,2810000000,-193000000.0,807000000,803000000,11000000.0,291000000.0,-575000000,749000000.0,356000000.0,46000000.0,803000000.0,1391000000.0,-427000000,-225000000.0,1442000000,505000000.0,10000000.0,-264000000.0,84000000.0,-460000000.0,-138000000.0,239000000.0,1155000000,8571182123.0,Financials
MPWR,409.3800049,0.91,2.3,20.43,10.91,19.22,161000000.0,5000000,46090000.0,7987129705.0,10699241945.0,333188000.0,1162713000.0,69122000.0,1495901000.0,769858000,19803000.0,381193000.0,102170000.0,6571000,11662000.0,72768000.0,226091000.0,227663000.0,11662000,346352000.0,1064494000.0,5716000.0,1156142000.0,83953000,18899216511.0,208062000,72092000.0,1259538676,77924000,68770000.0,56291000,186311000,80552000,80552000,-145599757.6,9154000.0,323522000.0,242970000.0,137211000,-2628000.0,68770000,68770000,-67325000.0,17241000.0,-86930000,-24808000.0,21398000.0,4604000.0,68770000.0,5879000.0,-1082745008,-184000.0,117801000,7727000.0,-231000.0,-28503000.0,-2314000.0,33262000.0,-18581000.0,-377467239.7,-909000,18868324425.0,Electronic Technology
MRK,86.91000366,1.112560976,2.56,26.04,12.13,13.68,39800000.0,737300000,2530000000.0,13384000000.0,44149000000.0,57631000000.0,35794000000.0,4341000000.0,93494000000.0,1788000000,4832000000.0,51691000000.0,10996000000.0,18862000000,-61834000000.0,10612000000.0,10016000000.0,23728000000.0,-4590000000,18565000000.0,31058000000.0,1013000000.0,3548000000.0,10581000000,22907000000.0,5603000000,4248000000.0,1259538676,5266000000,4567000000.0,2291000000,9752000000,5123000000,5123000000,-196000000.0,695000000.0,13154000000.0,8031000000.0,3402000000,143000000.0,4571000000,4567000000,-311141535.4,0.0,-1304914795,-478747205.5,301243676.5,71203177.08,4567000000.0,414127705.5,-1082745008,-22260245.61,2215622781,509183055.9,107816635.5,-416011386.8,-336094604.8,17521561.64,-582493429.6,-377467239.7,1247087705,219882000000.0,Health Care
MRNA,165.4900055,1.112560976,2.013416667,109.61,37.2,59.68,219700000.0,57600000,405450000.0,7987129705.0,5003000000.0,10799000000.0,10124000000.0,8554000000.0,20923000000.0,2716837500,250000000.0,5090000000.0,499000000.0,10145954224,31000000.0,96000000.0,5550000000.0,9957000000.0,31000000,960000000.0,13425000000.0,6442000000.0,10124000000.0,3199000000,18899216511.0,965000000,87000000.0,1259538676,3552000000,3333000000.0,168000000,3726000000,3558000000,3558000000,-4000000.0,219000000.0,4969000000.0,1411000000.0,1243000000,-6000000.0,3333000000,3333000000,-3228000000.0,980000000.0,-3327000000,-2000000.0,-271000000.0,32000000.0,3333000000.0,-53000000.0,-1082745008,-22260245.61,3276000000,70000000.0,107816635.5,-416011386.8,-1122000000.0,43000000.0,-99000000.0,-34000000.0,1247087705,67097922727.0,Health Technology
