Ticker,RecentPrice,Beta,AnnualDividendRate,ROE(%),ROA(%),ProfitMargin(%),TotalCash,TotalDebt,OutstandingShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,shortLongTermDebt,incomeBeforeTax,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,netIncome.1,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,otherCashflowsFromFinancingActivities,MarketCap,Sector
STT,75.80999756,1.112560976,2.13,10.06,0.86,22.33,3219800000.0,1346056489,365630000.0,1816000000.0,10699241945.0,287261000000.0,25387000000.0,8278249847.0,314624000000.0,504000000,2348000000.0,25238000000.0,45000000.0,7621000000,-355000000.0,59253000000.0,3631000000.0,273281000000.0,9654000000,2803000000.0,124140000000.0,118991000000.0,15950000000.0,3313000000,13311000000.0,3778022598,255035000000.0,1259538676,730000000,697000000.0,1780000000,3060000000,0,815000000,-145599757.6,33000000.0,3060000000.0,2245000000.0,0,-85000000.0,697000000,662000000,-1646000000.0,0.0,-1694000000,-3508000000.0,3114000000.0,71203177.08,697000000.0,-975000000.0,-33000000,-22260245.61,4227000000,-94000000.0,5000000.0,-243000000.0,-336094604.8,418000000.0,-255000000.0,1104000000.0,-4336000000,27718409407.0,Financials
SYF,37.70000076,1.112560976,0.88,32.03,4.4,44.59,159900000.0,1346056489,547260000.0,1168000000.0,9669000000.0,82093000000.0,12921000000.0,8278249847.0,95748000000.0,1000000,4710000000.0,14245000000.0,228000000.0,1105000000,-10994000000.0,77720000000.0,8337000000.0,68107000000.0,-69000000,15228179797.0,13047000000.0,2708000000.0,10648000000.0,6024967444,13758000000.0,3778022598,62270000000.0,749000000,1047000000,813000000.0,926000000,2169000000,0,1151000000,-145599757.6,234000000.0,2169000000.0,1018000000.0,0,-104000000.0,813000000,803000000,131000000.0,0.0,-5764000000,2546000000.0,588000000.0,71203177.08,813000000.0,-1214000000.0,-982000000,-22260245.61,2004000000,105000000.0,-127000000.0,-130000000.0,-336094604.8,653000000.0,-582493429.6,1744000000.0,1914000000,20631702418.0,Financials
TAP,55.61000061,1.06,0.34,-3.28,3.55,-4.46,28400000.0,556000000,200580000.0,13345600000.0,6963500000.0,14121000000.0,13275500000.0,40400000.0,27643500000.0,522100000,505500000.0,7395800000.0,3498300000.0,6151800000,-1605900000.0,987600000.0,616300000.0,3779800000.0,-1134500000,4238600000.0,2919900000.0,28960695355.0,-6221900000.0,991600000,6685900000.0,806500000,3064000000.0,572500000,480600000,453000000.0,651900000,1193600000,541700000,541700000,-63700000.0,26800000.0,2822700000.0,2281000000.0,1629100000,-61100000.0,453800000,453000000,-311141535.4,0.0,-153000000,-1045700000.0,800000.0,100000.0,453000000.0,-692600000.0,-1082745008,-13100000.0,519200000,200300000.0,-22400000.0,-73700000.0,-336094604.8,-136600000.0,-151500000.0,-972100000.0,1247087705,11154253922.0,Consumer Staples
TMUS,132.9600067,0.5,2.013416667,4.5,3.07,3.77,53100000.0,1574700000,1250000000.0,97339000000.0,73292000000.0,137461000000.0,69102000000.0,2294000000.0,206563000000.0,2716837500,1786000000.0,-2812000000.0,15313000000.0,12188000000,-1378000000.0,6061000000.0,6631000000.0,23499000000.0,-1365000000,70084000000.0,20891000000.0,28960695355.0,-40425000000.0,9161000000,68570000000.0,2567000000,6499000000.0,5623000000,229000000,422000000.0,5165000000,11338000000,2301000000,2301000000,-834000000.0,-193000000.0,20785000000.0,18484000000.0,9447000000,-2072000000.0,422000000,422000000,-311141535.4,1794000000.0,-1912000000,1472000000.0,-278000000.0,71203177.08,422000000.0,2560000000.0,-8000000,-22260245.61,3000000000,3872000000.0,5000000.0,-416011386.8,-2344000000.0,237000000.0,-2929000000.0,1532000000.0,-52000000,166200000000.0,Communications
TPR,33.74000168,1.112560976,0.25,28.75,9.63,12.85,62400000.0,1132700000,275140000.0,1370100000.0,3521500000.0,5002000000.0,2927400000.0,24500000.0,7929400000.0,2600000,82400000.0,-501000000.0,551400000.0,1285200000,-95700000.0,164300000.0,1257400000.0,1843700000.0,-95700000,2051300000.0,3058500000.0,28960695355.0,272100000.0,474200000,1189100000.0,750000000,468200000.0,400000000,390100000,317900000.0,981300000,1457400000,476100000,476100000,-16400000.0,72200000.0,2141200000.0,1665100000.0,683800000,-86000000.0,317900000,317900000,11000000.0,32000000.0,-27300000,-605900000.0,129200000.0,19900000.0,317900000.0,4800000.0,-500900000,-8300000.0,646300000,48800000.0,107816635.5,-67900000.0,-48600000.0,99600000.0,-38300000.0,-1800000.0,-55200000,9283224062.0,Retail Trade
TRMB,67.47000122,1.112560976,2.013416667,15.43,5.4,15.65,20500000.0,373600000,251010000.0,473500000.0,1914400000.0,3121600000.0,3881800000.0,719200000.0,7003400000.0,300000,143400000.0,2107700000.0,559100000.0,3823600000,-140600000.0,770200000.0,513200000.0,1141200000.0,-140600000,375600000.0,1560500000.0,28960695355.0,-415300000.0,580500000,1292800000.0,323400000,193400000.0,29100000,156700000,124000000.0,210700000,526500000,149000000,149000000,-15900000.0,32700000.0,901400000.0,752400000.0,374900000,7700000.0,124000000,124000000,-311141535.4,-700000.0,8100000,-140100000.0,17500000.0,1100000.0,124000000.0,28800000.0,-82700000,-5600000.0,166400000,44400000.0,-3200000.0,-416011386.8,-1500000.0,10800000.0,-10000000.0,-58400000.0,-100000,16935645006.0,Electronic Technology
TRV,184.2400055,0.78,3.46,12.92,2.51,10.64,226500000.0,256000000,246010000.0,2879000000.0,10699241945.0,92232000000.0,28474000000.0,16681000000.0,120706000000.0,24084000000,12918000000.0,40438000000.0,10835000000.0,4005000000,-36048000000.0,5295000000.0,818000000.0,74207000000.0,1166000000,15228179797.0,26779000000.0,81748000000.0,24160000000.0,8289000000,7190000000.0,3778022598,57426000000.0,1259538676,786000000,662000000.0,1187000000,2060000000,873000000,873000000,-87000000.0,124000000.0,8805000000.0,7932000000.0,6745000000,-87000000.0,662000000,657000000,-1728000000.0,492000000.0,-1637000000,-770000000.0,-502000000.0,50000000.0,662000000.0,129000000.0,-601000000,-7000000.0,2543000000,212000000.0,92000000.0,-219000000.0,256000000.0,142000000.0,-582493429.6,-377467239.7,1247087705,45324883751.0,Financials
TSN,95.44999695,1.112560976,1.78,18.41,8.4,6.48,68700000.0,552900000,293070000.0,6519000000.0,4486000000.0,18455000000.0,17723000000.0,1981000000.0,36309000000.0,45000000,533000000.0,17502000000.0,3481000000.0,10549000000,-4310000000.0,942000000.0,2507000000.0,6325000000.0,-172000000,8368000000.0,9822000000.0,109000000.0,655000000.0,2400000000,8281000000.0,4382000000,2225000000.0,1067000000,1835000000,1355000000.0,480000000,2541000000,2061000000,2061000000,-103000000.0,477000000.0,12811000000.0,10750000000.0,10270000000,-226000000.0,1358000000,1355000000,-311141535.4,351000000.0,841000000,-1189000000.0,705000000.0,8000000.0,1355000000.0,829000000.0,-17000000,-7000000.0,1184000000,300000000.0,3000000.0,-159000000.0,-508000000.0,-881000000.0,-350000000.0,-1012000000.0,-9000000,27973530606.0,Consumer Staples
TWTR,45.08000183,1.112560976,2.013416667,-2.42,1.61,-3.77,92900000.0,759800000,799610000.0,46702000.0,8468708000.0,7416714000.0,7172631000.0,944201000.0,14589345000.0,4000,32981000.0,-1183996000.0,70291000.0,1293826000,-112085000.0,1250674000.0,3473865000.0,2114981000.0,-106794000,3169409000.0,8649234000.0,179500000.0,5832103000.0,1014208000,4250678000.0,3778022598,207912000.0,1259538676,-727082000,-536757000.0,451933000,799338000,23153000,23153000,-13284000.0,-190325000.0,1283817000.0,1260664000.0,484479000,-750235000.0,-536757000,-536757000,554227000.0,17883000.0,93076000,-1129621000.0,901825000.0,51000.0,-536757000.0,-651957000.0,-175672000,-4392000.0,388980000,133448000.0,-52000000.0,-416011386.8,-69139000.0,-58280000.0,-411227000.0,-954000000.0,1247087705,36046420264.0,Technology Services
TXT,68.65000153,1.112560976,0.08,11.8,3.52,6.02,88700000.0,608700000,220420000.0,7987129705.0,1863000000.0,9012000000.0,6815000000.0,1811000000.0,15827000000.0,28000000,301000000.0,5870000000.0,1680000000.0,2149000000,-946000000.0,2653000000.0,1922000000.0,3399000000.0,-789000000,2912000000.0,8046000000.0,28960695355.0,4666000000.0,1555000000,3179000000.0,3468000000,786000000.0,6000000,247000000,207000000.0,286000000,443000000,157000000,157000000,-145599757.6,40000000.0,3322000000.0,3165000000.0,2879000000,90000000.0,207000000,207000000,-311141535.4,12000000.0,-154000000,-334000000.0,-60000000.0,11000000.0,207000000.0,-65000000.0,-335000000,-2000000.0,425000000,105000000.0,17000000.0,-4000000.0,-66000000.0,33000000.0,-171000000.0,-6000000.0,1247087705,15131833336.0,Industrials
UNH,534.8200073,1.112560976,5.4,21.99,6.79,5.52,253400000.0,629300000,941850000.0,10436000000.0,10699241945.0,138413000000.0,70278000000.0,25745000000.0,213045000000.0,10000000,4346088436.0,75124000000.0,15493000000.0,75435000000,-4856000000.0,16361000000.0,21085000000.0,79575000000.0,-4856000000,8730000000.0,57306000000.0,44777000000.0,-15593000000.0,28232000000,43345000000.0,3778022598,50210000000.0,1259538676,5290000000,4086000000.0,10725000000,17233000000,5712000000,5712000000,-422000000.0,1099000000.0,72337000000.0,66625000000.0,55104000000,-422000000.0,4191000000,4086000000,-913000000.0,1065000000.0,-1879000000,-4397000000.0,927000000.0,313000000.0,4086000000.0,1253000000.0,-1050000000,-51000000.0,7580000000,796000000.0,-252000000.0,-1367000000.0,371000000.0,335000000.0,-629000000.0,-1125000000.0,-1168000000,503720000000.0,Health Care
UNP,246.2100067,1.112560976,4.08,41.92,9.29,29.92,15800000.0,2223600000,642880000.0,686000000.0,4979000000.0,49364000000.0,14161000000.0,1529000000.0,63525000000.0,2781000000,202000000.0,55049000000.0,14628000000.0,10145954224,-48648000000.0,1075000000.0,960000000.0,5744000000.0,-914000000,55972000000.0,3551000000.0,2241000000.0,13475000000.0,1722000000,27319000000.0,621000000,752000000.0,2074000000,2228000000,1711000000.0,1627970674,3302000000,2444000000,2444000000,-295000000.0,517000000.0,5733000000.0,3289000000.0,2431000000,-216000000.0,1711000000,1711000000,-311141535.4,188000000.0,-917000000,-1867000000.0,12000000.0,71203177.08,1711000000.0,-255000000.0,-1445000000,-22260245.61,2529000000,556000000.0,16000000.0,-755000000.0,-43000000.0,-24000000.0,-991000000.0,321000000.0,12000000,158283000000.0,Industrials
UPS,188.0200043,1.112560976,4.07,73.03,7.77,6.83,121500000.0,2123800000,729160000.0,2224000000.0,1088000000.0,53682000000.0,12041000000.0,1344000000.0,65739000000.0,9000000,1470000000.0,13973000000.0,14423000000.0,3332000000,-3029000000.0,1004000000.0,10212000000.0,15472000000.0,-3013000000,36319000000.0,22843000000.0,17000000.0,6485000000.0,10813000000,20575000000.0,3778022598,6445000000.0,1000000000,2993000000,2329000000.0,1627970674,5763000000,3255000000,3255000000,-177000000.0,664000000.0,23184000000.0,19929000000.0,17421000000,-262000000.0,2329000000,2329000000,-13000000.0,-36000000.0,-866000000,-1818000000.0,258000000.0,55000000.0,2329000000.0,604000000.0,-500000000,-19000000.0,3307000000,738000000.0,35000000.0,-860000000.0,-460000000.0,478000000.0,-900000000.0,-512000000.0,-1000000,137097000000.0,Industrials
USB,52.70999908,1.04,1.72,14.64,1.42,33.51,209600000.0,1346056489,1480000000.0,3738000000.0,8539000000.0,517897000000.0,48547000000.0,8278249847.0,573284000000.0,21000000,9046000000.0,69201000000.0,15414000000.0,10262000000,-29214000000.0,336479000000.0,28827000000.0,470793000000.0,-1943000000,3305000000.0,40195000000.0,179305000000.0,37500000000.0,6024967444,30712000000.0,44000000,456083000000.0,1300000000,2137000000,1673000000.0,3223000000,5609000000,0,2177000000,-145599757.6,459000000.0,5609000000.0,3432000000.0,0,-40000000.0,1678000000,1582000000,-26066000000.0,0.0,-41718000000,6016000000.0,301243676.5,5000000.0,1673000000.0,-34999000000.0,-18000000,-22260245.61,703000000,125000000.0,-117000000.0,-770000000.0,-336094604.8,-1095000000.0,-582493429.6,-7706000000.0,13014000000,78010798645.0,Financials
VRSK,213.3000031,0.76,1.14,27.18,8.9,23.78,19000000.0,1247400000,161160000.0,1265300000.0,2567400000.0,4928700000.0,2714400000.0,595200000.0,7662500000.0,100000,35500000.0,5145700000.0,483500000.0,4129500000,-4998800000.0,188000000.0,302100000.0,1843100000.0,-428600000,932200000.0,934100000.0,213400000.0,-2680400000.0,489000000,2340900000.0,3778022598,440000000.0,349400000,259100000,201700000.0,115000000,493700000,289000000,289000000,-29900000.0,54200000.0,759000000.0,470000000.0,265300000,-29900000.0,204900000,201700000,-6000000.0,-22000000.0,-87700000,-169200000.0,-7700000.0,23900000.0,201700000.0,25800000.0,-150200000,-2500000.0,285200000,89700000.0,-2400000.0,-46800000.0,-7900000.0,20100000.0,-61400000.0,15000000.0,-11100000,34375428492.0,Technology Services
VTR,60.66999817,1.2,1.8,1.89,1.48,5.33,3600000.0,1072600000,399180000.0,485575000.0,15504210000.0,13596935000.0,11076716000.0,20518000.0,25044424000.0,99777000,369521000.0,-4459630000.0,174889000.0,1046070000,-67641000.0,750997000.0,143770000.0,1143660000.0,-67601000,21313894000.0,750871000.0,697017000.0,9545071000.0,237580000,12078835000.0,3778022598,1033129000.0,1259538676,66554000,60680000.0,30259000,454643000,110788000,110788000,-108816000.0,3780000.0,978433000.0,867645000.0,523790000,-44234000.0,62774000,60680000,-20982000.0,15121000.0,-595238000,286461000.0,-40115000.0,604035000.0,60680000.0,-78246000.0,-1082745008,-928000.0,231459000,202194000.0,111000.0,-169134000.0,-336094604.8,-6421000.0,-45189000.0,-126467000.0,-21973000,24218249869.0,Financials
VZ,53.83000183,1.112560976,2.52,31.17,6.52,16.42,24500000.0,2280400000,420000000.0,152789000000.0,13402000000.0,274968000000.0,77044000000.0,9691000000.0,353457000000.0,429000000,3450000000.0,70062000000.0,66139000000.0,24887000000,-6849000000.0,9948000000.0,9936000000.0,41358000000.0,-219000000,123725000000.0,40277000000.0,1831000000.0,-100632000000.0,22896000000,143056000000.0,2303000000,20153000000.0,7515000000,8374000000,6407000000.0,6070000000,19387000000,9356000000,9356000000,-801000000.0,1820000000.0,32915000000.0,23559000000.0,13528000000,-982000000.0,6554000000,6407000000,-311141535.4,0.0,-2617000000,-3081000000.0,521000000.0,71203177.08,6407000000.0,5026000000.0,-1082745008,-22260245.61,10724000000,3961000000.0,156000000.0,-2599000000.0,-336094604.8,-165000000.0,-5145000000.0,-201000000.0,-281000000,22608600769.0,Telecommunications Services
WAT,295.3900146,1.112560976,2.013416667,231.06,17.41,24.87,94100000.0,4371500000,61040000.0,242401000.0,2114880000.0,2727378000.0,367554000.0,454611000.0,3094932000.0,1621000,90914000.0,7800832000.0,468014000.0,437865000,-9549779000.0,153077000.0,501234000.0,680508000.0,-111865000,632647000.0,1628942000.0,28960695355.0,-312712000.0,612648000,1519233000.0,356095000,96799000.0,1259538676,252320000,216239000.0,173251000,485445000,267128000,267128000,-10884000.0,36081000.0,836449000.0,569321000.0,351004000,-14808000.0,216239000,216239000,61450000.0,16834000.0,16798000,-254368000.0,4727000.0,643000.0,216239000.0,-23468000.0,-156235000,-3836000.0,217938000,33754000.0,107816635.5,-416011386.8,-85920000.0,5676000.0,-44652000.0,-100000000.0,1224000,18030606494.0,Health Care
WBD,24.87999916,1.112560976,2.013416667,57.57971631,7.08738255,18.07093333,6907291333.0,1346056489,655813666.7,7987129705.0,10699241945.0,83712335919.0,22965153517.0,8278249847.0,107630000000.0,2716837500,4346088436.0,23765154319.0,11839820701.0,10145954224,-11337563687.0,23267119372.0,7257747000.0,51747590041.0,-1552249021,15228179797.0,32431518135.0,28960695355.0,7132548738.0,6024967444,18899216511.0,3778022598,35909485342.0,1259538676,1627466946,,1627970674,4041874517,1612219752,1730433242,-145599757.6,290304637.6,9826822899.0,8096389658.0,5784948383,-102966295.3,1337162309,1327182094,-311141535.4,446403187.9,-1304914795,-478747205.5,301243676.5,71203177.08,,414127705.5,-1082745008,-22260245.61,2215622781,509183055.9,107816635.5,-416011386.8,-336094604.8,17521561.64,-582493429.6,-377467239.7,1247087705,93667684784.0,Entertainment
WDC,46.34000015,1.59,0.0,18.25,5.75,10.52,80900000.0,640000000,311620000.0,300000000.0,3519000000.0,14007000000.0,12018000000.0,252000000.0,26025000000.0,3000000,614000000.0,8713000000.0,1728000000.0,10065000000,-217000000.0,1834000000.0,2531000000.0,4929000000.0,-217000000,3685000000.0,9535000000.0,606000000.0,1653000000.0,2743000000,7057000000.0,3647000000,2411000000.0,299000000,646000000,564000000.0,279000000,1608000000,754000000,754000000,-76000000.0,82000000.0,4833000000.0,4079000000.0,3225000000,-108000000.0,564000000,564000000,2000000.0,148000000.0,-257000000,-1167000000.0,-22000000.0,58000000.0,564000000.0,-759000000.0,-2000000,-1000000.0,666000000,242000000.0,35000000.0,-416011386.8,-298000000.0,124000000.0,-306000000.0,-1214000000.0,-9000000,14440470848.0,Information Technology
WEC,103.1900024,0.25,2.66,11.91,2.82,15.64,500000.0,1402800000,315440000.0,7987129705.0,4138100000.0,27875200000.0,10913200000.0,680900000.0,38988500000.0,3200000,253400000.0,6775100000.0,10598500000.0,3052800000,-3200000.0,4507200000.0,16300000.0,3753000000.0,-3200000,26982400000.0,2656700000.0,1789400000.0,7860400000.0,1505700000,13523700000.0,635800000,1005700000.0,169400000,244000000,224200000.0,1627970674,655000000,326800000,326800000,-113900000.0,20500000.0,2201900000.0,1875100000.0,1546900000,-82800000.0,223500000,224200000,-311141535.4,142000000.0,-623100000,575400000.0,-146900000.0,9200000.0,224200000.0,-21700000.0,-17400000,-22260245.61,26000000,275100000.0,1600000.0,-213600000.0,-411600000.0,-66700000.0,-624900000.0,848900000.0,-51700000,32550254370.0,Utilities
WELL,96.02999878,1.01,2.44,2.61,1.36,9.69,7000000.0,783700000,435280000.0,404383000.0,22148859000.0,15307914000.0,16863203000.0,8278249847.0,33480025000.0,436640000,329452000.0,23765154319.0,11839820701.0,68321000,-5722296000.0,957114000.0,303982000.0,1113805000.0,-5613818000,29185567000.0,1886685000.0,977955000.0,16390499000.0,1253251000,13669408000.0,3778022598,35909485342.0,27731000,195276000,179663000.0,32256000,508576000,208566000,208566000,-122522000.0,4940000.0,1239797000.0,1031231000.0,731221000,-13290000.0,190336000,179663000,7364000.0,0.0,-1783338000,987033000.0,79355000.0,1000000000.0,179663000.0,-446059000.0,-1082745008,-2836000.0,353082000,271732000.0,16074000.0,-260792000.0,-69537000.0,-108131000.0,-582493429.6,273098000.0,-25273000,41799937869.0,Financials
XOM,87.83000183,1.17,3.48,13.89,4.98,8.26,16100000.0,301800000,4230000000.0,7987129705.0,10699241945.0,163240000000.0,168577000000.0,20477000000.0,338923000000.0,15746000000,1189000000.0,392059000000.0,59215000000.0,10145954224,-239228000000.0,25772000000.0,6802000000.0,56643000000.0,-13764000000,222634000000.0,59154000000.0,31363000000.0,168577000000.0,32383000000,41667000000.0,18780000000,26623000000.0,2281000000,11729000000,8870000000.0,2103000000,28876000000,11128000000,11128000000,-221000000.0,2650000000.0,82885000000.0,71757000000.0,54009000000,601000000.0,9079000000,8870000000,-1762000000.0,16820000000.0,-2110000000,-12959000000.0,-2303000000.0,71203177.08,8870000000.0,2034000000.0,-154000000,-21000000.0,17124000000,4461000000.0,1140000000.0,-3763000000.0,-12098000000.0,1863000000.0,-4089000000.0,-8824000000.0,-218000000,371521000000.0,Energy
XYL,84.13999939,1.112560976,1.1,15.46,4.73,8.81,69600000.0,814000000,180320000.0,1037000000.0,2077000000.0,5049000000.0,3093000000.0,316000000.0,8151000000.0,2000000,4346088436.0,2092000000.0,1280000000.0,2816000000,-1078000000.0,623000000.0,1255000000.0,1314000000.0,-422000000,618000000.0,3057000000.0,28960695355.0,-760000000.0,973000000,2455000000.0,679000000,577000000.0,1259538676,133000000,114000000.0,276000000,472000000,147000000,147000000,-21000000.0,19000000.0,1265000000.0,1118000000.0,793000000,-14000000.0,114000000,114000000,-311141535.4,-17000000.0,-44000000,-644000000.0,301243676.5,6000000.0,114000000.0,-585000000.0,-1082745008,-9000000.0,112000000,62000000.0,2000000.0,-50000000.0,-12000000.0,11000000.0,-47000000.0,-600000000.0,1247087705,15172124690.0,Industrials
YUM,122.9700012,1.112560976,2.0,57.57971631,22.6,23.92,16800000.0,1346056489,293130000.0,359000000.0,10699241945.0,14339000000.0,-8373000000.0,395000000.0,5966000000.0,2716837500,262000000.0,-8048000000.0,899000000.0,657000000,-325000000.0,1278000000.0,486000000.0,1415000000.0,-325000000,2016000000.0,1532000000.0,124000000.0,-9389000000.0,646000000,11175000000.0,3778022598,227000000.0,99000000,407000000,330000000.0,366000000,873000000,522000000,522000000,-135000000.0,77000000.0,1890000000.0,1368000000.0,1017000000,-115000000.0,330000000,330000000,-311141535.4,98000000.0,-50000000,-886000000.0,-28000000.0,71203177.08,330000000.0,-540000000.0,-734000000,-18000000.0,414000000,47000000.0,5000000.0,-146000000.0,-46000000.0,9000000.0,-92000000.0,-10000000.0,4000000,36046196458.0,Consumer Discretionary
ZBH,126.0,1.22,0.96,3.23,3.38,5.12,22900000.0,558100000,208910000.0,6299800000.0,10699241945.0,10790000000.0,12666400000.0,1862800000.0,23456400000.0,12666400000,607100000.0,23765154319.0,1858400000.0,9192200000,-11337563687.0,1062900000.0,478500000.0,3467900000.0,-1552249021,2016500000.0,4885000000.0,28960695355.0,-2825600000.0,1404900000,5463700000.0,2394500000,35909485342.0,1605100000,-138700000,-84000000.0,794400000,1406700000,347000000,347000000,-48800000.0,-54800000.0,2037900000.0,1690900000.0,631200000,-485700000.0,-83900000,-84000000,-311141535.4,83500000.0,-146200000,-655800000.0,33900000.0,5200000.0,-84000000.0,-441100000.0,-1082745008,-4800000.0,365700000,267100000.0,-4200000.0,-50200000.0,-33000000.0,182900000.0,-142000000.0,-555000000.0,-55800000,26322660000.0,Health Technology
ZBRA,393.6799927,1.53,2.013416667,35.6,11.3,15.45,57400000.0,404800000,53440000.0,456000000.0,447000000.0,3049000000.0,2816000000.0,518000000.0,5865000000.0,1000000,93000000.0,3382000000.0,396000000.0,3194000000,-1014000000.0,196000000.0,307000000.0,1581000000.0,-28000000,404000000.0,1524000000.0,91000000.0,-834000000.0,686000000,952000000.0,438000000,609000000.0,68000000,228000000,199000000.0,233000000,646000000,243000000,243000000,-5000000.0,29000000.0,1436000000.0,1193000000.0,790000000,-15000000.0,199000000,199000000,-7000000.0,42000000.0,-310000000,-22000000.0,36000000.0,71203177.08,199000000.0,-31000000.0,-1082745008,4000000.0,297000000,48000000.0,107816635.5,-416011386.8,-48000000.0,15000000.0,-13000000.0,-377467239.7,-22000000,21038258809.0,Electronic Technology
